Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","604","Peru","5510","Production","0111","Wheat","2019","2019","t","188468.76","A","Official figure",""
"QCL","Crops and livestock products","616","Poland","5510","Production","0111","Wheat","2019","2019","t","10807490","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0111","Wheat","2019","2019","t","77070","A","Official figure",""
"QCL","Crops and livestock products","634","Qatar","5510","Production","0111","Wheat","2019","2019","t","1.4","A","Official figure",""
"QCL","Crops and livestock products","410","Republic of Korea","5510","Production","0111","Wheat","2019","2019","t","15024","A","Official figure",""
"QCL","Crops and livestock products","498","Republic of Moldova","5510","Production","0111","Wheat","2019","2019","t","1147482","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2019","2019","t","10297110","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2019","2019","t","74452692","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0111","Wheat","2019","2019","t","15686.27","A","Official figure",""
"QCL","Crops and livestock products","682","Saudi Arabia","5510","Production","0111","Wheat","2019","2019","t","500175","A","Official figure",""
"QCL","Crops and livestock products","688","Serbia","5510","Production","0111","Wheat","2019","2019","t","2534643.11","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2019","2019","t","1939130","A","Official figure",""
"QCL","Crops and livestock products","705","Slovenia","5510","Production","0111","Wheat","2019","2019","t","139810","A","Official figure",""
"QCL","Crops and livestock products","706","Somalia","5510","Production","0111","Wheat","2019","2019","t","1052.52","I","Imputed value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","0111","Wheat","2019","2019","t","1535000","A","Official figure",""
"QCL","Crops and livestock products","728","South Sudan","5510","Production","0111","Wheat","2019","2019","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","724","Spain","5510","Production","0111","Wheat","2019","2019","t","6041170","A","Official figure",""
"QCL","Crops and livestock products","729","Sudan","5510","Production","0111","Wheat","2019","2019","t","726000","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","0111","Wheat","2019","2019","t","3476800","A","Official figure",""
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0111","Wheat","2019","2019","t","497459","A","Official figure",""
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","0111","Wheat","2019","2019","t","3085097","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","0111","Wheat","2019","2019","t","836884","A","Official figure",""
"QCL","Crops and livestock products","764","Thailand","5510","Production","0111","Wheat","2019","2019","t","1320.27","E","Estimated value",""
"QCL","Crops and livestock products","788","Tunisia","5510","Production","0111","Wheat","2019","2019","t","1455000","A","Official figure",""
"QCL","Crops and livestock products","792","Türkiye","5510","Production","0111","Wheat","2019","2019","t","19000000","A","Official figure",""
"QCL","Crops and livestock products","795","Turkmenistan","5510","Production","0111","Wheat","2019","2019","t","1654024","A","Official figure",""
"QCL","Crops and livestock products","800","Uganda","5510","Production","0111","Wheat","2019","2019","t","24000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2019","2019","t","28370280","A","Official figure",""
"QCL","Crops and livestock products","784","United Arab Emirates","5510","Production","0111","Wheat","2019","2019","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0111","Wheat","2019","2019","t","16225000","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5510","Production","0111","Wheat","2019","2019","t","63388","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0111","Wheat","2019","2019","t","52580890","A","Official figure",""
"QCL","Crops and livestock products","858","Uruguay","5510","Production","0111","Wheat","2019","2019","t","727600","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5510","Production","0111","Wheat","2019","2019","t","6093462","A","Official figure",""
"QCL","Crops and livestock products","862","Venezuela (Bolivarian Republic of)","5510","Production","0111","Wheat","2019","2019","t","831","A","Official figure",""
"QCL","Crops and livestock products","887","Yemen","5510","Production","0111","Wheat","2019","2019","t","100332","A","Official figure",""
"QCL","Crops and livestock products","894","Zambia","5510","Production","0111","Wheat","2019","2019","t","151850.47","A","Official figure",""
"QCL","Crops and livestock products","716","Zimbabwe","5510","Production","0111","Wheat","2019","2019","t","94685","A","Official figure",""
